,date,message,username
2120,March 2007,they have a chart similar to problems per vehicle but instead use a more intelligible  less and  more than average reliability based on all cars from all models    it may seem more intelligible to you but the reality is it hides vital information    is the average 2 or 10 problemscars if its 2 the difference between average and 50 below average is merely 1 problemcar over a period of years with an average of 10 youre looking at 5 problemscar  an entirely different ball game    so which is it what if the average is only 1 problemcar,calhon
2121,March 2007,by the way the audi is not an econobox    i think chavis10 is wrongly referring to the audi as an econobox because it is built on the volkswagon a platform shared with the new volkswagen and volkswagen among other cars the 40000 audi tt is also built on this platform    what chavis10 doesnt realize is that the size of the platform has nothing to do with the costeconomyrigidity of the platform you dont hear many porsche owners complaining about the wheelbase of their 911s do you,fedlawman
2122,March 2007,1 a barebones bmw for 33000 is 1 on my list for its bestinclass handling dynamics it weighs 250 lbs less than the bmw solid straightline performance 060 in 6 seconds flat upscale cabin appointments and outstanding value for the dollar    6 seconds flat huh that is pretty fast for a car that doesnt have all that much hp your same complaint for the audi 20t and 32 with added weight  where did you get this number is it bmw published 060 time  toy 16 audi tts audi awd commuter 17 volkswagen volkswagen alltrack se 4motion awd wifes 16 kia kia chrysler 16t fwd,andres3
2123,March 2007,6 seconds flat is definitely not slow however it too does not impress in todays ellps world since the class leaders are pushing 060 in around 5 seconds    due to the lack of straight line performance i value this criteria more than handling the followings would not be on my list if i am in the market for one today    bmw  lexus  c280  audi both 20t and 32  cts 28  93 all models,louiswei
2124,March 2007,bmw publishes 63 seconds to 60 mph for the bmw they are usually a little conservative compared to the car mags    car  driver tested a 2005 325i and reached 60 mph in 61 seconds the 2006 330i reached 60 mph in 57 seconds    no single test is definitive but based on all the magazine tests of the 325i 330i and factory claims for the 325i bmw and 330i and factoring the relative hp and curb weights of each car i believe the figure is accurate,fedlawman
2125,March 2007,where did you get this number is it bmw published 060 time    car and driver got the less powerful 06 325 to hustle to 60 in 61 or 2 seconds the 07 bmw has more power and the weights the same 6 seconds seems achievable considering the e46 330i zhp could pull a mid to high 5 second sprint best i ever saw was a 56 but most places got a 5859,blueguydotcom
2126,March 2007,beyond the lexus and 335 i cant recall another model in ellps getting near 5 seconds let alone the 335s sub 5 second times,blueguydotcom
2127,March 2007,the 40000 audi tt is also built on this platform    i believe the new tt is a new asf platformwhich is why its so much lighter than the old,ivan_99
2128,March 2007,exterior matters a lotespecially if negative if the pontiac did everything the 335 doesbut retained it146s unique looks i146d never buy or drive it    i tend to washwax and repair dents in the cars i drive even though that is on the outside,ivan_99
2129,March 2007,actually a car has to pass many tests for me exterior looks are the seats comfy and how it drives features etc,frisconick
2130,March 2007,thats what i get for believing wikipedia blush,fedlawman
2131,March 2007,i dont think the example you cite means that build and material quality have nothing to do with with reliability sure engineering and design plays a big part but build and material quality has tons to do with breakdowns i mean it was some mechanical physical part that must of been of low quality in order to fail in performance stop working so early in life  toy 16 audi tts audi awd commuter 17 volkswagen volkswagen alltrack se 4motion awd wifes 16 kia kia chrysler 16t fwd,andres3
2132,March 2007,i understand all manufacturers even lexus and acura have some issues with some cars sounds like automobile has been unlikely,kdshapiro
2133,March 2007,you mean unlucky,blueguydotcom
2134,March 2007,i love wood too  we have solid cherry windows doorsfdodgees baseboards etc in our current house 4000 board feet of the stuff for those that know what a board foot is    however all the wood in the world wouldnt get me to buy a jaguar today  too much ford shows through and they forgot how to make manual transmissions not to mention driving dynamics that are hardly sporty first and foremost to me is how well a car is engineered and performs it needs to look good too but if the looks are only skin deep it wont work for me    nice boat,habitat1
2135,March 2007,i agree for jag they there always to car for chevrolet to wipe the road with but i do like their interiors    regards  ow,circlew
2136,March 2007,i think its been pretty thoroughly proven that build quality and reliability arent related look at volkswagens for an example obviously owners arent aware of the build quality of the internals of their cars so when i speak of build quality im talking about external components that you can see,1487
2137,March 2007,i think its a little more than unlucky if you have four cars with issues in 13 years if a real customer had that kind of bad luck i dont think they would be buying bmw again,1487
2138,March 2007,1487 totally agree    regards  ow,circlew
2139,March 2007,i agree judging by the sales numbers and plant utilitization one could hypothesize these types of problems are the exception rather than the rule if bmw is as bad as all that for the smallest guy on the block they wouldnt be leading in sales in the ellps and the lps categories    or maybe the bmw buyers priorities are different than the family sedan buyers priorities,kdshapiro
2140,March 2007,or maybe the bmw buyers priorities are different than the family sedan buyers priorities    i totally agree about that some buyers are more interested in the emotional connection to the car,blueguydotcom
2141,March 2007,i dont think the average german car buyer cares all that much about reliability if that wasnt the case mb wouldnt be doing so well as far as i know bmw isnt at the top of the rankings in reliability in jd power or cr surveys people are willing to put up with more from german vehicles than american vehicles thats the way i see it,1487
2142,March 2007,i guess when domestics can match the germans in customer service dealership experience prestige factor build quality performance and handling then the buyers will be willing to put up with it    thats the way i see it dont ask what the customers can do for you ask what you can do for the customers    p,louiswei
2143,March 2007,there is only one domestic luxury manufacturer and that is cadillac they consistently rank higher than bmw and mb in dealer satisfaction build quality has been there for many years even going back to the fwd sts of last decade any visit to an autoshow or dealership will confirm this the sts and cts are more than capable of matching the e 5 3 and c class as well as audis in performance of course the cts is old now so its underpowered compared to the bmw but that will soon change the new cts will most definitely be as good or better than the new c350 and audi but no match for the smaller lighter 335 well i shouldnt say no match i should say the 3 series will be faster and more chevrolet    i have heard little that suggests that bmwmbaudi dealers can match lexus or cadillac in customer service if you know of anything that states otherwise let me know    prestige factor is up to the individual most people that post here would rather have a 328 than an stsv because any bmw is more prestigous than any caddy in some minds not in mine i dont find anything prestigous about a car that is ubiquitous no matter how good in handles the fact that i see 15 3 series models a day means that its almost like seeing toyota and honda the badge alone isnt going to make me want the car,1487
2144,March 2007,cadillac trails bmw in handling and resale value it trails mb in resale value only and it trails audi in nothing that i can think of right now some people are willing to endure less than hyundai service and high pricing to get a small edge in handling or prestige factor but others arent my thinking is nothing a bmw is capable of is ever going to be explored on public roads and i dont race my car so its pointless to pay more for a car that is equal to other models up to 810ths and is only superior at the limit,1487
2145,March 2007,i have heard little that suggests that bmwmbaudi dealers can match lexus or cadillac in customer service if you know of anything that states otherwise let me know    ive only seen firsthand one dealer network try lexus the caddy dealer in san diego laughed at me for wanting a manual not exactly good customer service mb of san diego also laughed outright when i requested a manual c class bmw dealers jump through hoops to sell but dont care about retaining customers fixing problems or in any way assisting people theyre as worthless as common americanjapanese dealers    prestige factor is up to the individual most people that post here would rather have a 328 than an stsv because any bmw is more prestigous than any caddy in some minds    any nonamerican car is better prestige is not a factor and never will be as luxury nameplates are meaningless marketing    the badge alone isnt going to make me want the car    true that its all in the drive,blueguydotcom
2146,March 2007,true that its all in the drive    bingo,wale_bate1
2147,March 2007,my thinking is nothing a bmw is capable of is ever going to be explored on public roads    honestly where do you drive that you cant hang the car out ever reminds me of trips to the midwest and south  miles and miles of nothing but flat land id go buggy without mountains hills the ocean etc hell just driving home last night from la we had a great time in my fiancees audi  the roads were open the night was clear she was having a blast toying with her cars power and handling on every corner dip twist turn we hit some backroads for kicks at around 11 and just played until near midnight    if you cant exercise the car then whats the point of getting any ellps you dont need the p just stick with the l part,blueguydotcom
2148,March 2007,divergence in the performance hypotheses    who says you have to push a cars limits to experience evidence of a superior driving set up hell just puttering around town the difference between a great driving package and a marshmallow is painfully obvious imo    to bgs point though if you dont feel the difference and intend to use the fun occasionally why buy it,wale_bate1
2149,March 2007,mb of san diego also laughed outright when i requested a manual c class    call the dealer in arcadia canear pasadena they are very willing to find you one with manual since their top salesperson drives one with manualand asking around they all love stickshifts especially in the roadsters the c class minus the sunroof nav and other electronic fluff with a manual gearbox is a joy to drive and actually quite reliableits the electricals and accessories that fail on them  same as volkswagensame electronicselectrical suppliers for almost all german cars nav garmann and save 1000 plus it goes with you if you need it to the sunroofs too far back to be useable in the cclass imo  so better off ignoring it  plus a moonroof is basically a magnifying glass on a hot day all it does is heat your car up even more    i almost bought a c230k this winter certified yada yada  but decided to wait until this fall to get the right pricecolor stickshift and that 18l supercharged engine is a fantastic combination its hard to find a c230 sedan with manual thoughsilly high resale value as almost nobody wants to sell theirs    btw  the turnaround time on a manual c class is about 2448 hours here in los angeles as soon as the ad is online its gone in hours new or used automatics yeah sometimes they sit for months,plekto
2150,March 2007,this was 2003s search i didnt check mb in 06    youre right about the sunroof and the navi,blueguydotcom
2151,March 2007,its very dealerdependant though the dealership in van nuys ca for instance doesnt act like manuals exist lol valencia also same deal oddly enough beverly hills groks manuals course they want full msrp and act like you need a reservation as expected p    the shame about sunroofs is that almost all new cars moved them back 46 inches to accomodate the lightsgarage openeretc cluster on the ceiling this places it too far back to be viewed out of while you are driving you can feel the wind and stick your arm up and such but unless you turn your head sideways you see no sky    and they leak and cost a fortune to fix when they get older just not my thing now a porsche 968 with its cavernous gaping wound of a sunroof ah thats a whole other story,plekto
2152,March 2007,and they leak and cost a fortune to fix when they get older just not my thing now a porsche 968 with its cavernous gaping wound of a sunroof ah thats a whole other story    ah the ole 968 i saw one on the road the other day made me reflect on how much the world has changed in such a short time    btw a genius car salesman tried to tell us recently that the sky roof on the audi  two giant pieces of glass atop the car  helps to keep the vehicle cool my fiancee looked back at him and asked are you mazdar with the term greenhouse effect    same guy also tried to tell us the dsg tranny was the same as a porsche tiptronic honestly they need to test these guys,blueguydotcom
2153,March 2007,what kind of audi did your fiance end up getting    i have to admit i find my audi to be the most fun to drive car ive ever been inlet alone driven i used to not have fun driving especially with traffic in ca but the audi changed that now i just wanna drive to drive the audi    the sport package suspension works wonders  toy 16 audi tts audi awd commuter 17 volkswagen volkswagen alltrack se 4motion awd wifes 16 kia kia chrysler 16t fwd,andres3
2154,March 2007,premium package xm dsg and ocean blue something paint    its a 2006 with 12k miles on the odometer not bad when you consider the couple bought it 20 months ago   yep 600 miles a month the previous owners were almost as golden as the lady who just drove this ferrari to church on sundays a yuppieish couple they loved the car but some financial difficulties made them give it up we scored as the cars immaculate and of course still covered by audis 450k warranty    another big bonus  beyond her constant smile while driving it  the owners surrendered the car for a point thats well below kbbedmunds and saved us about 78k if wed bought new,blueguydotcom
2155,March 2007,dsg  moderator    prices paid lease questions suvs,kyfdx
2156,March 2007,blue    how would you describe the drive in the audi vs your outgoing 330    regards  ow,circlew
2157,March 2007,dsg  direct shift gearbox httpenwikipediaorgwikidirectshiftgearbox    everything smg was supposed to be but wasnt,blueguydotcom
2158,March 2007,no i was asking does yours have dsg im guessing yes  moderator    prices paid lease questions suvs,kyfdx
2159,March 2007,oh hmmm the audi feels far lighter and more responsive move the wheel and the car responds now and the chassis doesnt slowly react like bmw e90 the engine pulls and pulls effortlessly its disquieting how the 20t just starts pulling and never really lets up of course the seamless near instant shifts of the dsg also help make engine always seem like its at the top of the cars 207 ftlbs of torque again lighter car fast tranny strong torque  fun    now its light and responds quickly unfortunately for me the heavy understeer of fwd still seems foreign i dont recall my protege es exhibiting so much understeer also the audis heavier and more noseheavy i think than my old 2003 es that may explain it some regardless theres front end plow and as she got the premium package the suspensions not set up for my aggressive style    for her its perfect some sport lots of fun lots of utility and enough luxury to keep her happy for me its too soft  i knew that from 20052006 test drives  but amusing nonetheless    im actually stuck in a predicament as i was aiming for the 4 door volkswagen but having two mrk vbased cars with the same enginetrannychassis might be too creepy damn volkswagen for not offering the r32 as a 4 door im supposed to show my 330i to a perspective buyer tomorrow another guy offered to fly in this weekend from sf and i must say im now a little at a loss perhaps a miata for a year or two or maybe a mini for a year or two keep the bimmer for the remaining 11 months and start over in 08 gotta ponder it all as i feel ill thinking about having almost near twin cars,blueguydotcom
2160,March 2007,yes she can drive manuals but prefers autos this gives her both worlds as she loves toggling to a lower gear for more power instantly,blueguydotcom
2161,March 2007,and the bmw has been the benchmark in this segment that every manufacturer lines up as a target as of now none have surpassed it i am glad actually that the e90 was not bangelized,03accordman
2162,March 2007,if you put on a pair of gloves made from bmw seat leather you probably wont be able to bend your fingers very far    i wish we could test this its a great thought and i wonder if this is true    i know that leather quality seems to have dropped in recent years in a lot of cars but i think the seat itself has a lot to do with it as well  soft glovelike leather on a typical seat core would slip around and wrinkle over time  the seat needs to be soft and deep enough to allow for this,scottm123
2163,March 2007,here in nj bmw are a dime a dozen and i dont see any prestige associated with them    prestige is subjective but the drive does it for me it really is only about that not onedimensional but a compilation of the many relevant factors combining for an experience better than the other ellps candidates period    i do not care if anyone else thinks ive made it or not actually take the badge off and run dodge good for me as well a great machine is just that no need to brag just business    regards  ow,circlew
2164,March 2007,we are not talking about the toyota or sts none of the cars in this segment are applicance cars while sales isnt the be all and end all when is the last time the 3 series won coty yet a fantastic car that has horrible sales will not live a long life if this is even possible    i would assume most people here dont like the toyota and yet it sells over 400k copies a year so im not sure what sales prove    the toyota against the ferrari proves nothing the toyota against the honda is another story,kdshapiro
2165,March 2007,i dont think most people would argue there is an appreciable difference in everyday driving even auto writers know that the tests they conduct on cars are not representative of normal driving conditions bmw are great for winning cd comparos that have no correlation to normal driving but bmw are no better than other similar vehicles 99 of the time    i assume you look forward to commute because you love your car the same could be said for anyone who loves their car someone who loves the lexus probably looks forward to driving it every day,1487
2166,March 2007,most cars are used as appliances regardless of their performance capabilties sure the 3 is more capable of tackling a track than a toyota but for most people its not going to make a difference especially today when a toyota get accelerate as fast as a 35k bmw people buy luxury cars for features styling performance and prestige increasingly you can get performance and features in cheaper cars    toyota vs 3 series may not count but lexus vs bmw does count and lexus is the best seller one could argue that lexus has figured out what american consumers want moreso than any of their competitors soft luxury sells obviously the es has one engine and body style and still racks up 70k in sales i think that is pretty substantial considering the 3 series has a much broader model lineup,1487
2167,March 2007,all luxury cars are purchased for their prestige factor there isnt much else to justify paying the high prices commanded by luxury vehicles today powerful engines nice interior luxury features etc are available on non luxury brands today    the prestige factor doesnt only apply to bmw purchases dont know who said that was the case,1487
2168,March 2007,none surpassed it hondaing to whom while cd refuses to say any car beats a 3 series one could argue that pontiac5 owners feel the 3 series has been surpassed because otherwise they wouldve gotten a 3    for my money the pontiac5 is the better car the 3 may have slightly better handling but that doesnt mean its wholly superior there is more to a car than track numbers i think the pontiac5 has a far better interior better pricing and equal overall performance,1487
2169,March 2007,bmw does have heritage but so does cadillac mb and jaguar only the japanese brands lack heritage bmw has only recently risen to the 2nd place spot in us luxury sales and that is due to a proliferation of models 10 years ago there was no x5 x3 or 6 series their lineup gets bigger and their sales continue to increase they will be adding another suv and the 1 series so i suspect their sales will continue to climb if bmw stuck to making sporty cars only its sales would be subtantialy lower in the us 6 or 7 years back bmw was behind lexus cadillac and mb in sales but they have come on strong with all their new models and variations on those models    bmw sells cars based on it carefully crafted image and advertising in reality its not that their cars do stuff that cant be done by others its the impression that only bmw makes sports sedanhyundai that drives their reputation to mythical levels,1487
2170,March 2007,you dont get it do you,03accordman
2171,March 2007,people who but bmw know there is a difference which they like others have other likings and preferences so they choose something else its a free country and isnt competition great    how can you comment on why bmw owners buy them,03accordman
2172,March 2007,pick any reviews the bimmer has been selected at the top of most of them most manufacturers admit the 3 is the target so be it    for your money you would prefer a pontiac5 sure go ahead but when we talk of comparisons the bimmer usually wins and not only in cd look around a bit,03accordman
2173,March 2007,again you generalize why luxury cars are bought people buy these cars for different reasons could be prestige for someone and something else for others please dont speak for anyone    if your assumption was true then do you contend that people who buy hondatoyota over hyundaigm cars do so becasue of prestige because all features found on hondatoyota can be found on cheaper huyndaigmford cars would it ever dawn on you that someone may not really like the pos pontiac and instead pick and honda or a toyota even though they are more expensive,03accordman
2174,March 2007,of them making gloves out of my seat leather  moderator    prices paid lease questions suvs,kyfdx
2175,March 2007,let me know where to get a pairwould be great for snow blowing    do not send the info on the caddy or lexus gloves however    regards  ow,circlew
2176,March 2007,think the price has something to do with whether or not people have a problem with leather coming standard at 30k this might be acceptable but not at 35k and up    again mb audi and bmw all do this    i think they all should have leather standard but as i said its not standard so they can ship 90 of the car with optional leather and make the car more expensive    oh those evil capitalists showing a product sans leather to market a lower starting price golly thats unheard of oh wait lexus does that too,blueguydotcom
2177,March 2007,ive never read of any complaints about lack of comfort in the cts or is their seats seem just as eurofirm as any bmw or mb when i said the leather was soft i meant that it was glove like and supple i didnt say the seats were soft soft seats are kind of a thing of the past    unless youre in an lexus or tl then theyre an everyday occurrence ditto audi    mb seats are too wide and flat for me pontiac5 seats were decent,blueguydotcom
2178,March 2007,i assume you look forward to commute because you love your car the same could be said for anyone who loves their car someone who loves the lexus probably looks forward to driving it every day    i dont love my car or really like it but the drive in is fun chevroletly because of the way the car handles a series of banked corners and esses on my way to the freeway each morning i look forward to that 15 mile stretch    ive got two potential buyers for my e90 right now and im not entirely sure i can give up that feeling on corners i may find the car lumbering heavy slow and bland 95 of the time but when i think about cornering in a fwd car i feel ill at the lack of fun it will entail,blueguydotcom
2179,March 2007,there is more to a car than track numbers i think the pontiac5 has a far better interior better pricing and equal overall performance      id agree on the first to get swivel bixenons memory seats and a moonroof id have to get the navi tech package and premium packages pushing the price up to 385k    huh my bmw outfitted the way i want  infiniti bixenons moonroof memory seats comfort access pdc and leather comes out to 384k without leather its 371k i think i can live without leather regardless the pontiac5 doesnt appear to be at a startlingly good price point for what i want and performance wise the 07 gs handling isnt there and the gs power is not even close to a bmw,blueguydotcom
2180,March 2007,not sure what you are referring to,1487
2181,March 2007,306hp isnt close to 300hp interesting viewpoint i thought they were pretty close i dont have pontiac5 pricing handy but seeing as though the model in the recent cd comparo was cheaper than a 328 without nav i find it strange that you think the pontiac5 is more expensive comparably equipped based on what i remember a loaded pontiac5 is about 7k cheaper than a loaded bmw,1487
2182,March 2007,cd does more comparisons than other publications i cant recall the results of the last rt comparo with the 3 series but i do know bmw often dont win in rt because of their objective scoring system the cts beat the 530 and other cars in a 2004 comparo because it matched the performance of the europeans and cost less,1487
2183,March 2007,unless youre in an lexus or tl then theyre an everyday occurrence ditto audi     any references from long term tests to back this up i dont recall reading much about lack of seat comfort in lexus or acura models seat comfort doesnt seem to be a major complaint in long term tests of luxury models in general perhaps you dont like the seats in nonbmw models but i havent read anything to corroborate your view,1487
2184,March 2007,i dont love my car or really like it but the drive in is fun chevroletly because of the way the car handles a series of banked corners and esses on my way to the freeway each morning i look forward to that 15 mile stretch     sounds good and i dont doubt the 3 series handling prowess my argument is there are 3 or more other cars that could do the same thing and give you the same enjoyment its not as if the only choices on the market are 3 series or toyota sporty sedans are plentiful in 2007,1487
2185,March 2007,mt cd rt all picked the 3 series over its competitors,03accordman
2186,March 2007,sporty sedans are plentiful in 2007    none in its segment surpass the 3 as far as sport goes,03accordman
2187,March 2007,306hp isnt close to 300hp interesting viewpoint i thought they were pretty close i dont have pontiac5 pricing handy but seeing as though the model in the recent cd comparo was cheaper than a 328 without nav i find it strange that you think the pontiac5 is more expensive comparably equipped    with a 266 ftlbs of torque and only about 270 whp yeah id say the pontiac5 is easily outclassed by a bmw in regard to power ive never seen a pontiac5 even come close to 5 seconds let alone sub 5 seconds on a 060 run    to get swivel xenons you must get the tech package thus adding on worthless doodads like navi and pushing the price to over 38k,blueguydotcom
2188,March 2007,sorry about that i was referring to the driving experience difference of a 3 vs competitors,03accordman
2189,March 2007,most comparison tests have the g trailing the 335 by about half a sec to 60 if not more,03accordman
2190,March 2007,any references from long term tests to back this up i dont recall reading much about lack of seat comfort in lexus or acura models    who said seat comfort im talking about soft seats the is tl and audi all surffer from insufferably soft lounger chairs    seat comfort doesnt seem to be a major complaint in long term tests of luxury models in general perhaps you dont like the seats in nonbmw models but i havent read anything to corroborate your view    reviews dont mean something is a fact good lord its just as subjective as everything written here no difference,blueguydotcom
2191,March 2007,the tl is an outstanding value and this fact is recognized my almost everyone it gives you a lot for the money and it a far more reasonably priced than a bmw    funny i just priced a base tl and a bmw with leather because i know some folks care about that and they came within 300 of each other    tl  34300  bmw  34600    so how exactly is the tl far more reasonably priced,fedlawman
2192,March 2007,for those that wont drive fwd cars its apparent they need to look in the els category for a car if we put aside drive wheels and look at performance and features we find that many cars in this class seem overpriced compared to loaded regular cars of course a loaded toyota or nissan doesnt come with the same prestige as a luxury branded saloon so many people would much rather drive a base model audi or 328 as opposed to a loaded non luxury car    i dont think fun to drive cars are limited to rwd so i wouldnt be pressed to buy a car in this class new unless i could comforably afford it i would definitely get a used 08 cts or pontiac5 though there is little value in luxury cars these days especially since technology is racing to the lower end of the market like never before features that were luxury exclusives a few short years ago are now found on cars under 25k of course many will argue the extra money is worth it due to driving feel and things you only notice if youre a bmw owner and all that dont buy it if these same cars were branded nissan or pontiacs interest in them would drop significantly especially amongst sport sedan poser owners who buy based on the badge,1487
2193,March 2007,features the tl is loaded at that price add memory heated seats leather sunroof top sound system etc to the 328 it is pointless to compare prices without mentioning equipment levels the nissan loaded up costs more than a base bmw but it has way more equipment so it would be ridiculous to say the 328 is as affordable as the nissan,1487
2194,March 2007,both the g and the 328 were too small for me but they definitely go head to head    what i dont get is how everyone has decided bmw newly turboed 335 is as reliable as the gs or others in this comparoproven power plant this engine could end up being a total thorn in the paw    i wouldnt buy any turboed car,goodegg
2195,March 2007,valid point you dont get much more in the entry luxury class than you do with a fully loaded midsize car these days i was trying to limit my price comparisons to cars in this class there are plenty of cars cheaper than the 3 series but unless they are in this class i dont think its relevant    exactly why even buy any cars in this class at all the tl and honda are the same platform and both are excellent vehicles how does one looking for value justify buying a tl over as honda a couple of minor suspension upgrades will put the honda fairly close to the tl in ridehandling,03accordman
2196,March 2007, i might take a look at the cts for sgs     im not sure what you mean by that but i assume you mean you will take a look at the cts just for fun but have no intentions of liking the car what are you basing this on what do you find lacking in the new cts i have been in the pontiac5s new interior several times and i like it but i would be shocked if the new cts interior isnt superior the curretne cadillac interior is extremely nice and i suspect the cts interior will be even better if thats the case i would rank the cts interior above the pontiac5 i am already ranking the cts superior in exterior styling because i am lukewarm about the gs shape a little too dull and evolutionary,1487
2197,March 2007,the tl is loaded at that price add memory heated seats leather sunroof top sound system etc to the 328    the base bmw comes standard with memory heated seats moonroof and amfmcdmp3 10 speaker audio system add leather interior and it costs 300 more than a tl,fedlawman
2198,March 2007,i think we all know the tl has far more features than the honda hids memory 14more hp superior interior dolby 51 sound system xm nav traffic trip computer etc if the engine is your only concern than there is no reason to buy the tl,1487
2199,March 2007,just checked here on edmunds a 328 with leather hids 8way seats with memory logic7 sound auto and heated seats will run you 39590 with automatic subtract 1275 for manual tranny i dont think its cheaper than the tl where did you get your pricing the car i just priced out is probably just like the one in the cd issue except they had a manual and sport package either way their car was about 39k without nav,1487
2200,March 2007,i wanted a rwd compact sport wagon and my sticking points were six cylinders leather and handling even if i took out the handling and leather at the time i had two choices both ellp as of today thats down to one and not a very attractive one at that    if somebody couldve delivered the essential elements in a nonellp marque i would have taken it the doodaddery on the current crop do nothing to enhance the experience whatsoever imo,wale_bate1
2201,March 2007,i think we all know the tl has far more features than the honda    actually heres what the tl has that the honda v6 honda doesnt    14 hp bigger brakes larger sway bars and wider tires dvdaudio bluetooth interface driver memory settings for seats and mirrors bixenon headlights and fog lights    the tl costs 6000 more than the honda,fedlawman
2202,March 2007,dont forget better brakes better warranty better acceleration nicer wheelstires tiltinreverse heated mirrors power passenger seat rear windows that roll all the way down free roadside assistance better safety and insurance ratings and of course killer looks,booyahcramer
2203,March 2007,do you think thats all the differences between the cars    as the caveman says  do some research,goodegg
2204,March 2007,cts i will evaluate if i could ever live with this car but seriously doubt i would ever buy it i am talking the 08 in the late summerfall too many caddy gremlins in my past    i actually loved the shape of the g coupe but the prior sedans lines elicit no appeal imo the 07 however have more appeal to me    i had fun with my fwd 97 gtp i believe the more capable a given car is based on what extent it can defy physics the more the corners rise on both ends of your smile    regards  ow,circlew
2205,March 2007,of course many will argue the extra money is worth it due to driving feel and things you only notice if youre a bmw owner and all that dont buy it    you dont believe a honda has a certain feel mazda lack a feel    car companies have corporate philosophies and some design specific traits into their vehicles a honda feels like a honda  be it a fit or a tl there is something distinctly honda in their cars    ditto mazda given the option a mazda tends to be my preference for all sub luxury cars    dna is subjective but i think many beyond you would agree that honda mazda porsche volkswagenaudi have a distinctive feel,blueguydotcom
2206,March 2007,i have a tl and would love it more if it had the 4yr 50k maintenance free plan that bmw has    i guess you would have to add that into the equation at the very very least it would offset the 300 difference,ggesq
2207,March 2007,if youre buying based on price consider saving for 6 months and buying what you love p,blueguydotcom
2208,March 2007,im that case are you willing to get these features at the cost difference which at todays prices is more like 68k    how about a loaded alitma that will have most of these features better yet how about an hyundai with will trump any of these cars  featurebang for the buck wise,03accordman
2209,March 2007,fed    your gonna have to add the premium package as well to get similarly equipped vehicles which brings the price difference higher,ggesq
2210,March 2007,no offense to your caddy gremlins but unless your problems were with a rwd cadillac i wouldnt relate them to the cts the sigma models have nothing to do with caddy models prior to 2002 besides i dont know how long you keep a car but the 5 year powertrain warranty should ease your mind to some degree caddy is no worse than the germans in the reliabiity dept,1487
2211,March 2007,hell just go honda honda used thatll run you less than 16k    everybody is forded on the dollars but when it comes to subjective rationale they act like theyre being rational i got a 33k tl because it had bluetooth and leather while the 36k audi didnt the audi is overpriced because it lacks bluetooth uh but maybe someone wanted audi    no no no its rational to pick the cheaper object because it has more but its irrational to pick the more expensive car that has a featureability you deem essential,blueguydotcom
2212,March 2007,since i do 90 of my driving in urban areas and have little use for 88g skippad ratings and 5050 weight distribution i would probably opt for a much cheaper nicely optioned fwd car for under 30k if i suddenly got a 20 raise i might recondider and get a new cts since ive driven so many of these cars at various manufacturer events i have come to see them as regular cars and question their price tags i like the cars but not for nearly 40k for those with the means to drive these cars it may be a different story but anything over 35k is a lot to pay for a car when youre in my income range not that many people with my income arent driving luxury cars because that couldnt be farther from the truth,1487
2213,March 2007,no no no its rational to pick the cheaper object because it has more but its irrational to pick the more expensive car that has a featureability you deem essential     dont see your point what essential features are the cheaper cars in this class lacking rwd isnt an essential feature for many car buyers im talking luxury or technology features,1487
2214,March 2007,dont see your point what essential features are the cheaper cars in this class lacking rwd isnt an essential feature for many car buyers im talking luxury or technology features    muhahahahah youre proving my point youve decided rwd is not a feature some of us can deem essential youre saying its all about featuresperdollar but fail to see many people place rwd or manual as a feature thats worth more dollars than bluetooth or leather    thank you for proving my point,blueguydotcom
2215,March 2007,the important thing here is your preference and thats totally respected only you can decide for yourself if 35k is the threshold not someone else    similarly you may not decide for someone else if its worth their while to buy something over 35k or 25k or even less hell today even a nissan comes with a bluetooth and a cracker of an audio system if thats what one is looking for,03accordman
2216,March 2007,ok if you doubled your income so money was no object i would think this ellps segment would look different to you so its the cts i assume    regards  ow,circlew
2217,March 2007,id like to chime in on a general comment with awd vs rwd its a personal decision but rwd with allseasons and snow dont really mix you will want to get a dedicated set of rims and snows with rwd if the idea of acquiring more rims and tires doesnt appeal to you then awd would be they way to go    i prefer awd with the associated compromises in handling,kdshapiro
2218,March 2007,a 328 with leather hids 8way seats with memory logic7 sound auto and heated seats will run you 39590 with automatic    sorry the bmw website didnt give me the option to add the premium package on edmunds a bmw with premium package power leather seats with memory reversetilt mirror etc logic7 hids and heated seats has an msrp of 38745    yes about 4000 more than a base tl but the bmw hids are swiveling and autoleveling the bmw leather seats are allleather not leathertrimmed the bmw heated seats are 3stage instead of 2staged so how much more do these features cost compared to the acura equivalent    also how much does brake fade compensation and brake drying cost what about dynamic cruise control these safety features are standard on the bmw    and what if you want headlight washers comfort access active steering sport package manual transmission rwd allwheel drive    rwd performance notwithstanding if i decide i want a sport sedan equipped with exactly  100 leatherette instead of the tls 75 leatherette 6speed mt hids and logic7 the bmw costs 35100 is that really a significantly poorer value than the 34300 tl    i think not,fedlawman
2219,March 2007,imagine one ice cream store that sells one flavor  chocolate cherry funky monkey mint chip ripple and it costs 190 a scoop    imagine another ice cream store that sells 31 flavors  vanilla chocolate cherry etc cost 200 combination flavors cost 250 and toppings cost 30 each    which store will you visit,fedlawman
